bout_date,year,month,sex_cd,site_name,dive_time,success_cd,preytype_cd,prey_qty,preysize_cd,ageclass_cd,dive_num,visibility_cd,area_cd,bout_id,phylum
2001-03-17,2001,3,m,Inner Beardslee,77,y,sag,1,1c,a,15,un,GLBA,20010317JLB446,Mollusca
2001-03-17,2001,3,m,Inner Beardslee,44,y,sag,1,3a,a,16,un,GLBA,20010317JLB446,Mollusca
2001-03-17,2001,3,m,Inner Beardslee,62,y,sag,1,3a,a,17,un,GLBA,20010317JLB446,Mollusca
2001-03-17,2001,3,m,Inner Beardslee,50,y,cla,1,1b,a,18,un,GLBA,20010317JLB446,Mollusca
2001-03-17,2001,3,m,Inner Beardslee,43,y,sag,1,2a,a,19,un,GLBA,20010317JLB446,Mollusca
2001-03-17,2001,3,m,Inner Beardslee,55,y,sag,2,1c,a,20,un,GLBA,20010317JLB446,Mollusca
2001-03-17,2001,3,m,Inner Beardslee,64,y,sag,1,2c,a,21,un,GLBA,20010317JLB446,Mollusca
2001-03-17,2001,3,m,Inner Beardslee,79,y,sag,1,2c,a,22,un,GLBA,20010317JLB446,Mollusca
2001-03-17,2001,3,m,Inner Beardslee,79,y,sag,1,3a,a,22,un,GLBA,20010317JLB446,Mollusca
2001-03-17,2001,3,m,Inner Beardslee,68,y,sag,1,2c,a,23,un,GLBA,20010317JLB446,Mollusca
2001-03-17,2001,3,m,Inner Beardslee,65,y,cla,1,1c,a,24,un,GLBA,20010317JLB446,Mollusca
2001-03-17,2001,3,m,Inner Beardslee,42,y,cla,1,2c,a,25,un,GLBA,20010317JLB446,Mollusca
2001-03-17,2001,3,m,Inner Beardslee,51,y,cla,1,2b,a,26,un,GLBA,20010317JLB446,Mollusca
2001-03-17,2001,3,m,Inner Beardslee,64,n,,NA,,a,27,un,GLBA,20010317JLB446,NA
2001-03-17,2001,3,m,Inner Beardslee,66,y,sag,2,2c,a,28,un,GLBA,20010317JLB446,Mollusca
2001-03-17,2001,3,m,Inner Beardslee,71,y,sag,1,3a,a,29,un,GLBA,20010317JLB446,Mollusca
2001-03-17,2001,3,m,Inner Beardslee,52,y,sag,1,2a,a,30,un,GLBA,20010317JLB446,Mollusca
2001-04-14,2001,4,m,Inner Beardslee,94,n,,NA,,u,1,un,GLBA,20010414JLB459,NA
2001-04-14,2001,4,m,Inner Beardslee,75,y,sag,1,2c,u,2,un,GLBA,20010414JLB459,Mollusca
2001-04-14,2001,4,m,Inner Beardslee,69,n,,NA,,u,3,un,GLBA,20010414JLB459,NA
2001-04-14,2001,4,m,Inner Beardslee,65,n,,NA,,u,4,un,GLBA,20010414JLB459,NA
2001-04-14,2001,4,m,Inner Beardslee,61,n,,NA,,u,5,un,GLBA,20010414JLB459,NA
2001-04-14,2001,4,m,Inner Beardslee,52,y,cla,1,2c,u,6,un,GLBA,20010414JLB459,Mollusca
2001-04-14,2001,4,m,Inner Beardslee,69,y,cla,1,1c,u,7,un,GLBA,20010414JLB459,Mollusca
2001-04-14,2001,4,m,Inner Beardslee,41,y,cla,1,1c,u,8,un,GLBA,20010414JLB459,Mollusca
2001-04-14,2001,4,m,Inner Beardslee,62,y,cla,1,2c,u,9,un,GLBA,20010414JLB459,Mollusca
2001-04-14,2001,4,m,Inner Beardslee,74,n,,NA,,u,10,un,GLBA,20010414JLB459,NA
2001-04-14,2001,4,m,Inner Beardslee,59,y,sag,1,1b,u,11,un,GLBA,20010414JLB459,Mollusca
2001-04-14,2001,4,m,Inner Beardslee,56,y,cla,1,1b,u,12,un,GLBA,20010414JLB459,Mollusca
2001-04-14,2001,4,m,Inner Beardslee,53,y,cla,1,2c,u,13,un,GLBA,20010414JLB459,Mollusca
2001-04-14,2001,4,m,Inner Beardslee,74,n,,NA,,u,14,un,GLBA,20010414JLB459,NA
2001-04-14,2001,4,m,Inner Beardslee,65,y,cla,1,2c,u,15,un,GLBA,20010414JLB459,Mollusca
2001-04-14,2001,4,m,Inner Beardslee,66,n,,NA,,u,16,un,GLBA,20010414JLB459,NA
2001-04-14,2001,4,m,Inner Beardslee,41,y,cla,1,1c,u,17,un,GLBA,20010414JLB459,Mollusca
2001-04-14,2001,4,m,Inner Beardslee,42,y,cla,1,2b,u,18,un,GLBA,20010414JLB459,Mollusca
2001-04-14,2001,4,m,Inner Beardslee,63,y,cla,1,2c,u,20,un,GLBA,20010414JLB459,Mollusca
2001-04-15,2001,4,m,Inner Beardslee,54,n,,NA,,u,1,un,GLBA,20010415JDD314,NA
2001-04-15,2001,4,m,Inner Beardslee,34,y,cla,1,3a,u,2,un,GLBA,20010415JDD314,Mollusca
2001-04-15,2001,4,m,Inner Beardslee,65,y,cla,2,2b,u,3,un,GLBA,20010415JDD314,Mollusca
2001-04-15,2001,4,m,Inner Beardslee,77,y,cam,1,3b,u,4,un,GLBA,20010415JDD314,Arthropoda
2001-04-22,2001,4,m,Inner Beardslee,77,y,cla,1,2c,u,1,un,GLBA,20010422JBA325,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,74,n,,NA,,u,2,un,GLBA,20010422JBA325,NA
2001-04-22,2001,4,m,Inner Beardslee,121,y,cla,1,2b,u,3,un,GLBA,20010422JBA325,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,121,y,sag,1,2c,u,3,un,GLBA,20010422JBA325,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,112,n,,NA,,u,4,un,GLBA,20010422JBA325,NA
2001-04-22,2001,4,m,Inner Beardslee,83,n,,NA,,u,5,un,GLBA,20010422JBA325,NA
2001-04-22,2001,4,m,Inner Beardslee,82,y,sag,2,2b,u,7,un,GLBA,20010422JBA325,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,56,y,cla,1,2b,u,8,un,GLBA,20010422JBA325,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,81,n,,NA,,u,9,un,GLBA,20010422JBA325,NA
2001-04-22,2001,4,m,Inner Beardslee,37,y,cla,1,1c,u,10,un,GLBA,20010422JBA325,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,35,i,,NA,,u,11,un,GLBA,20010422JBA325,NA
2001-04-22,2001,4,m,Inner Beardslee,19,i,,NA,,u,12,un,GLBA,20010422JBA325,NA
2001-04-22,2001,4,m,Inner Beardslee,NA,u,,NA,,u,13,un,GLBA,20010422JBA325,NA
2001-04-22,2001,4,m,Inner Beardslee,60,y,cla,1,9z,u,14,un,GLBA,20010422JBA325,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,36,y,sag,1,3a,u,15,un,GLBA,20010422JBA325,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,83,y,sag,1,2c,u,16,un,GLBA,20010422JBA325,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,83,y,sag,1,3a,u,16,un,GLBA,20010422JBA325,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,89,y,sag,1,2c,u,17,un,GLBA,20010422JBA325,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,89,y,sag,1,3a,u,17,un,GLBA,20010422JBA325,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,71,y,sag,1,1c,u,18,un,GLBA,20010422JBA325,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,59,y,sag,1,2a,u,19,un,GLBA,20010422JBA325,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,52,y,sag,1,1b,u,21,un,GLBA,20010422JBA325,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,59,y,prs,1,1b,u,22,un,GLBA,20010422JBA325,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,64,y,cla,2,1b,u,23,un,GLBA,20010422JBA325,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,55,y,cla,1,1b,u,24,un,GLBA,20010422JBA325,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,42,n,,NA,,u,25,un,GLBA,20010422JBA325,NA
2001-04-22,2001,4,m,Inner Beardslee,41,y,cla,1,9z,u,26,un,GLBA,20010422JBA325,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,68,y,cla,1,1b,u,27,un,GLBA,20010422JBA325,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,68,y,sag,1,1c,u,27,un,GLBA,20010422JBA325,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,74,y,sag,1,3a,u,1,un,GLBA,20010422JBA326,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,80,y,cla,2,2a,u,2,un,GLBA,20010422JBA326,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,58,y,cla,2,2b,u,1,un,GLBA,20010422JBA327,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,45,y,cla,1,1b,u,2,un,GLBA,20010422JBA327,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,45,y,sag,1,2c,u,2,un,GLBA,20010422JBA327,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,76,y,cla,NA,9z,u,3,un,GLBA,20010422JBA327,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,57,y,sag,1,3b,u,4,un,GLBA,20010422JBA327,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,46,y,cla,1,3c,u,5,un,GLBA,20010422JBA327,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,63,y,cla,1,2b,u,6,un,GLBA,20010422JBA327,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,63,y,cla,1,3b,u,6,un,GLBA,20010422JBA327,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,NA,y,cla,1,2b,u,7,un,GLBA,20010422JBA327,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,NA,y,cla,1,3a,u,7,un,GLBA,20010422JBA327,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,41,y,sag,1,2c,u,8,un,GLBA,20010422JBA327,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,63,y,cla,1,2a,u,10,un,GLBA,20010422JBA327,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,53,y,cla,1,2a,u,11,un,GLBA,20010422JBA327,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,53,y,cla,1,2b,u,11,un,GLBA,20010422JBA327,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,43,y,cla,1,3a,u,12,un,GLBA,20010422JBA327,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,54,y,cla,1,1b,u,13,un,GLBA,20010422JBA327,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,64,y,sag,1,2a,u,14,un,GLBA,20010422JBA327,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,50,n,,NA,,u,15,un,GLBA,20010422JBA327,NA
2001-04-22,2001,4,m,Inner Beardslee,69,y,cla,1,1c,u,16,un,GLBA,20010422JBA327,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,53,y,cla,1,2b,u,17,un,GLBA,20010422JBA327,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,53,y,cla,1,2c,u,17,un,GLBA,20010422JBA327,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,36,y,cla,1,3b,u,18,un,GLBA,20010422JBA327,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,84,u,,NA,,u,19,un,GLBA,20010422JBA327,NA
2001-04-22,2001,4,m,Inner Beardslee,137,u,,NA,,u,20,un,GLBA,20010422JBA327,NA
2001-04-22,2001,4,m,Inner Beardslee,NA,y,cam,1,3b,a,1,un,GLBA,20010422JDD323,Arthropoda
2001-04-22,2001,4,m,Inner Beardslee,68,y,cla,3,2a,a,2,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,58,y,cla,2,2a,a,3,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,58,y,sag,1,3a,a,3,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,105,y,cla,3,2a,a,4,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,56,n,,NA,,a,5,un,GLBA,20010422JDD323,NA
2001-04-22,2001,4,m,Inner Beardslee,50,y,cla,1,1b,a,6,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,50,y,seg,1,3a,a,6,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,70,y,cla,2,1b,a,7,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,60,y,cla,3,1b,a,8,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,34,y,sag,1,3a,a,9,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,38,y,seg,1,2c,a,10,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,76,y,cla,3,1b,a,11,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,54,y,sag,1,3a,a,12,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,69,y,cla,2,1b,a,13,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,38,y,cla,1,1c,a,14,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,61,y,cla,2,2a,a,15,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,44,y,seg,1,3a,a,16,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,55,y,cla,1,1b,a,17,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,69,n,,NA,,a,18,un,GLBA,20010422JDD323,NA
2001-04-22,2001,4,m,Inner Beardslee,48,y,cla,1,1b,a,19,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,63,y,cla,1,1b,a,20,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,63,y,seg,1,3a,a,20,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,48,y,cla,1,1b,a,21,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,56,y,sag,1,3a,a,22,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,55,y,sag,1,3a,a,23,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,58,y,sag,1,2c,a,24,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,85,y,sag,1,3a,a,25,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,62,y,cla,3,1b,a,26,un,GLBA,20010422JDD323,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,60,n,,NA,,a,1,un,GLBA,20010422JDD324,NA
2001-04-22,2001,4,m,Inner Beardslee,46,y,sag,1,3a,a,2,un,GLBA,20010422JDD324,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,35,y,tec,2,2c,a,3,un,GLBA,20010422JDD324,Arthropoda
2001-04-22,2001,4,m,Inner Beardslee,68,y,cla,2,2a,a,4,un,GLBA,20010422JDD324,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,36,y,cla,1,2a,a,5,un,GLBA,20010422JDD324,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,36,y,cra,1,2b,a,5,un,GLBA,20010422JDD324,Arthropoda
2001-04-22,2001,4,m,Inner Beardslee,103,y,cla,1,2b,a,6,un,GLBA,20010422JDD324,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,75,u,,NA,,a,7,un,GLBA,20010422JDD324,NA
2001-04-22,2001,4,m,Inner Beardslee,64,y,cla,1,2b,a,8,un,GLBA,20010422JDD324,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,71,y,cla,3,2a,a,9,un,GLBA,20010422JDD324,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,65,n,,NA,,a,10,un,GLBA,20010422JDD324,NA
2001-04-22,2001,4,m,Inner Beardslee,72,y,cla,1,2b,a,11,un,GLBA,20010422JDD324,Mollusca
2001-04-22,2001,4,m,Inner Beardslee,75,n,,NA,,a,12,un,GLBA,20010422JDD324,NA
2001-06-21,2001,6,f,Flapjack,124,y,goc,1,4z,a,1,un,GLBA,20010621GGE424,Echinodermata
2001-06-21,2001,6,f,Flapjack,124,y,pag,1,3c,a,1,un,GLBA,20010621GGE424,Arthropoda
2001-06-21,2001,6,f,Flapjack,100,y,pag,3,2c,a,2,un,GLBA,20010621GGE424,Arthropoda
2001-06-21,2001,6,f,Flapjack,98,y,pag,1,2a,a,3,un,GLBA,20010621GGE424,Arthropoda
2001-06-21,2001,6,f,Flapjack,98,y,pag,2,2c,a,3,un,GLBA,20010621GGE424,Arthropoda
2001-06-21,2001,6,f,Flapjack,98,y,pag,1,3a,a,3,un,GLBA,20010621GGE424,Arthropoda
2001-06-21,2001,6,m,Flapjack,111,y,mom,3,3a,u,1,un,GLBA,20010621GGE425,Mollusca
2001-06-21,2001,6,m,Flapjack,108,y,mom,1,2c,u,2,un,GLBA,20010621GGE425,Mollusca
2001-06-21,2001,6,m,Flapjack,108,y,mom,1,3a,u,2,un,GLBA,20010621GGE425,Mollusca
2001-06-21,2001,6,m,Flapjack,86,y,mom,NA,9z,u,3,un,GLBA,20010621GGE425,Mollusca
2001-06-21,2001,6,m,Boulder,NA,y,sca,4,2a,a,1,un,GLBA,20010621JLB86,Mollusca
2001-06-21,2001,6,m,Boulder,113,y,sca,9,2a,a,2,un,GLBA,20010621JLB86,Mollusca
2001-06-21,2001,6,m,Boulder,111,y,sca,8,2a,a,3,un,GLBA,20010621JLB86,Mollusca
2001-06-21,2001,6,m,Boulder,110,y,sca,9,2a,a,4,un,GLBA,20010621JLB86,Mollusca
2001-06-21,2001,6,m,Boulder,107,y,sca,14,2a,a,5,un,GLBA,20010621JLB86,Mollusca
2001-06-21,2001,6,m,Boulder,110,y,sca,12,2a,a,6,un,GLBA,20010621JLB86,Mollusca
2001-06-21,2001,6,m,Boulder,110,y,sca,11,2a,a,7,un,GLBA,20010621JLB86,Mollusca
2001-06-21,2001,6,m,Boulder,116,y,sca,16,2a,a,8,un,GLBA,20010621JLB86,Mollusca
2001-06-21,2001,6,m,Boulder,NA,y,mom,2,3b,a,1,un,GLBA,20010621JLB87,Mollusca
2001-06-21,2001,6,m,Boulder,88,y,mom,2,3b,a,2,un,GLBA,20010621JLB87,Mollusca
2001-06-21,2001,6,m,Boulder,NA,y,mom,2,3b,a,1,un,GLBA,20010621JLB88,Mollusca
2001-06-21,2001,6,m,Boulder,NA,y,mom,1,3b,a,2,un,GLBA,20010621JLB88,Mollusca
2001-06-21,2001,6,m,Boulder,73,y,mom,3,3b,a,3,un,GLBA,20010621JLB88,Mollusca
2001-06-21,2001,6,m,Boulder,99,y,mom,2,3b,a,4,un,GLBA,20010621JLB88,Mollusca
2001-06-21,2001,6,m,Boulder,112,y,mom,2,3b,a,5,un,GLBA,20010621JLB88,Mollusca
2001-06-21,2001,6,m,Boulder,80,y,mom,2,3b,a,6,un,GLBA,20010621JLB88,Mollusca
2001-06-21,2001,6,m,Boulder,87,y,mom,3,3b,a,7,un,GLBA,20010621JLB88,Mollusca
2001-06-21,2001,6,m,Boulder,90,y,mom,2,3b,a,8,un,GLBA,20010621JLB88,Mollusca
2001-06-21,2001,6,m,Boulder,118,y,mom,4,3b,a,9,un,GLBA,20010621JLB88,Mollusca
2001-06-21,2001,6,m,Boulder,83,y,cuc,1,3c,a,10,un,GLBA,20010621JLB88,Echinodermata
2001-06-21,2001,6,m,Boulder,83,y,mom,2,3b,a,10,un,GLBA,20010621JLB88,Mollusca
2001-06-22,2001,6,f,Boulder,108,y,mom,1,3b,a,2,un,GLBA,20010622BEB89,Mollusca
2001-06-22,2001,6,f,Boulder,NA,y,mom,2,3b,a,3,un,GLBA,20010622BEB89,Mollusca
2001-06-22,2001,6,f,Boulder,76,y,mom,2,3b,a,4,un,GLBA,20010622BEB89,Mollusca
2001-06-22,2001,6,f,Boulder,NA,y,std,3,1c,a,1,un,GLBA,20010622BEB90,Echinodermata
2001-06-22,2001,6,f,Boulder,40,y,mom,1,3a,a,1,un,GLBA,20010622BEB91,Mollusca
2001-06-22,2001,6,f,Boulder,40,y,stp,2,2a,a,1,un,GLBA,20010622BEB91,Echinodermata
2001-06-22,2001,6,f,Boulder,44,y,mom,1,3a,a,2,un,GLBA,20010622BEB91,Mollusca
2001-06-22,2001,6,f,Boulder,94,y,mom,2,3a,a,3,un,GLBA,20010622BEB91,Mollusca
2001-06-22,2001,6,f,Boulder,NA,y,mom,3,3a,a,4,un,GLBA,20010622BEB91,Mollusca
2001-06-22,2001,6,f,Boulder,58,y,stp,3,2a,a,5,un,GLBA,20010622BEB91,Echinodermata
2001-06-22,2001,6,f,Boulder,45,y,mom,2,3a,a,6,un,GLBA,20010622BEB91,Mollusca
2001-06-22,2001,6,f,Boulder,43,y,mom,1,3a,a,7,un,GLBA,20010622BEB91,Mollusca
2001-06-22,2001,6,f,Boulder,43,y,stp,3,2a,a,7,un,GLBA,20010622BEB91,Echinodermata
2001-06-22,2001,6,f,Boulder,46,y,mom,1,3a,a,8,un,GLBA,20010622BEB91,Mollusca
2001-06-22,2001,6,f,Boulder,46,y,stp,1,2a,a,8,un,GLBA,20010622BEB91,Echinodermata
2001-06-22,2001,6,f,Boulder,44,y,mom,1,9z,a,9,un,GLBA,20010622BEB91,Mollusca
2001-06-22,2001,6,f,Rush/Ripple,69,y,cla,1,2a,u,2,un,GLBA,20010622GGE468,Mollusca
2001-06-22,2001,6,f,Rush/Ripple,69,y,ecs,1,4z,u,2,un,GLBA,20010622GGE468,Annelida
2001-06-22,2001,6,f,Sita/Strawberry,NA,y,mom,1,2c,a,1,un,GLBA,20010622GGE712,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,NA,y,mom,4,3a,a,1,un,GLBA,20010622GGE712,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,82,y,mom,4,3a,a,2,un,GLBA,20010622GGE712,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,111,y,mom,1,2c,a,3,un,GLBA,20010622GGE712,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,111,y,mom,4,3a,a,3,un,GLBA,20010622GGE712,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,98,y,mom,3,3a,a,4,un,GLBA,20010622GGE712,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,98,y,sca,1,2a,a,4,un,GLBA,20010622GGE712,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,122,y,mom,2,3a,a,5,un,GLBA,20010622GGE712,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,122,y,sca,1,2a,a,5,un,GLBA,20010622GGE712,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,124,y,mom,2,2c,a,6,un,GLBA,20010622GGE712,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,124,y,mom,4,3a,a,6,un,GLBA,20010622GGE712,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,85,y,mom,1,2c,j,1,un,GLBA,20010622GGE713,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,85,y,mom,4,3a,j,1,un,GLBA,20010622GGE713,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,76,y,mom,3,2c,j,2,un,GLBA,20010622GGE713,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,76,y,mom,2,3a,j,2,un,GLBA,20010622GGE713,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,86,y,mom,2,3a,j,3,un,GLBA,20010622GGE713,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,86,y,mom,1,3c,j,3,un,GLBA,20010622GGE713,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,87,y,mom,1,3a,j,4,un,GLBA,20010622GGE713,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,87,y,mom,2,3c,j,4,un,GLBA,20010622GGE713,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,64,y,mom,NA,3a,j,5,un,GLBA,20010622GGE713,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,80,y,mom,2,2c,j,6,un,GLBA,20010622GGE713,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,80,y,mom,2,3a,j,6,un,GLBA,20010622GGE713,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,94,y,mom,1,3a,j,7,un,GLBA,20010622GGE713,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,56,n,,NA,,j,8,un,GLBA,20010622GGE713,NA
2001-06-22,2001,6,f,Sita/Strawberry,64,y,mom,2,2a,a,1,un,GLBA,20010622GGE714,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,46,y,cra,1,1c,a,2,un,GLBA,20010622GGE714,Arthropoda
2001-06-22,2001,6,f,Sita/Strawberry,54,n,,NA,,a,3,un,GLBA,20010622GGE714,NA
2001-06-22,2001,6,f,Sita/Strawberry,82,y,mom,1,2c,a,1,un,GLBA,20010622GGE715,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,82,y,mom,1,3a,a,1,un,GLBA,20010622GGE715,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,76,y,mom,1,2c,a,2,un,GLBA,20010622GGE715,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,93,y,mom,1,2a,a,3,un,GLBA,20010622GGE715,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,93,y,mom,1,2c,a,3,un,GLBA,20010622GGE715,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,64,y,mom,2,2a,a,4,un,GLBA,20010622GGE715,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,63,y,mom,2,2a,a,5,un,GLBA,20010622GGE715,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,65,y,mom,1,2a,a,6,un,GLBA,20010622GGE715,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,65,y,mom,1,2c,a,6,un,GLBA,20010622GGE715,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,75,y,mom,1,2c,a,7,un,GLBA,20010622GGE715,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,75,y,mom,1,3a,a,7,un,GLBA,20010622GGE715,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,90,y,mom,1,3a,a,8,un,GLBA,20010622GGE715,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,76,y,mom,1,3a,a,1,un,GLBA,20010622GGE716,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,71,y,mom,2,3a,a,2,un,GLBA,20010622GGE716,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,85,y,mom,1,3a,a,3,un,GLBA,20010622GGE716,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,63,n,,NA,,a,1,un,GLBA,20010622GGE717,NA
2001-06-22,2001,6,f,Sita/Strawberry,59,y,cla,2,2a,a,2,un,GLBA,20010622GGE717,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,100,y,cla,NA,9z,a,3,un,GLBA,20010622GGE717,Mollusca
2001-06-22,2001,6,f,Sita/Strawberry,83,y,cla,2,2c,a,4,un,GLBA,20010622GGE717,Mollusca
2001-06-22,2001,6,f,Boulder,54,y,std,10,1a,a,1,un,GLBA,20010622JLB101,Echinodermata
2001-06-22,2001,6,f,Boulder,48,y,std,12,1a,a,2,un,GLBA,20010622JLB101,Echinodermata
2001-06-22,2001,6,f,Boulder,NA,y,sos,1,3b,a,3,un,GLBA,20010622JLB101,Echinodermata
2001-06-22,2001,6,f,Boulder,80,y,mom,3,3c,a,4,un,GLBA,20010622JLB101,Mollusca
